#metadataBlock	name	dataverseAlias	displayName	blockURI												
	EngMeta		Engineering Metadata													
#datasetField	name	title	description	watermark	fieldType	displayOrder	displayFormat	advancedSearchField	allowControlledVocabulary	allowmultiples	facetable	displayoncreate	required	parent	metadatablock_id	termURI
	engMetaControlledVarValueStop	Value Range Start	Start value of a range		float	15	: #VALUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	engMetaControlledVar	EngMeta	
	engMetaPhase	System Phases	Phases of the observed system.		none	16		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		EngMeta	
	engMetaPhaseName	Name	Name of a phase.		text	17	#VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	engMetaPhase	EngMeta	
	engMetaPhaseComps	Components	List of all component names for this phase (detailed information about components should be given under System Components).		text	18	(#NAME: #VALUE)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaPhase	EngMeta	
	engMetaComp	System or Phase Components	Specification of a component of the object of research / observed system		none	19		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		EngMeta	
	engMetaCompId	Id	Unique number that can be referred to in the metadata. Use if Name is not unique.	Number	int	20	#VALUE.	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaComp	EngMeta	
	engMetaCompName	Name	Name of this component.		text	21	#VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	engMetaComp	EngMeta	
	engMetaCompInChI	InChICode	The IUPAC International Chemical Identifier		text	22	(#NAME: #VALUE)	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaComp	EngMeta	
	engMetaCompSmilesCode	SmilesCode	Simplified Molecular Input Line Entry Specification		text	23	(#NAME: #VALUE)	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaComp	EngMeta	
	engMetaCompIUPAC	IUPAC Name	Chemical nomenclature created and developed by the International Union of Pure and Applied Chemistry (IUPAC)		text	24	(#NAME: #VALUE)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaComp	EngMeta	
	engMetaCompQuantity	Quantity	The amount of this component.		text	25	: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaComp	EngMeta	
	engMetaCompUnit	Unit	The unit in which the amount is measured.		text	26	#VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaComp	EngMeta	
	engMetaCompForcefield	Force Field	Name of the force field belonging to this component (detailed information about the force field should be given under Force Field Parameters).		text	27	, #NAME: #VALUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaComp	EngMeta	
	engMetaForcefield	Force Field	Specification of a force field		none	28		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		EngMeta	
	engMetaForcefieldName	Name	Name of the force field.		text	29	#VALUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaForcefield	EngMeta	
	engMetaForcefieldPars	Parameters	List of all parameter names relevant for this force field (detailed information about parameters should be given under Force Field Parameters entry).		text	30	#VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaForcefield	EngMeta	
	engMetaForcefieldPar	Force Field Parameters	Specification of a force field parameter.		none	31		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		EngMeta	
	engMetaForcefieldParName	Name	Name of the parameter.		text	32	#VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	engMetaForcefieldPar	EngMeta	
	engMetaForcefieldParSymbol	Symbol	The symbol used to describe this parameter.		text	33	(#VALUE)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaForcefieldPar	EngMeta	
	engMetaForcefieldParUnit	Unit	The unit or scale of this parameter.		text	34	[#VALUE]	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaForcefieldPar	EngMeta	
	engMetaForcefieldParValue	Value	The value of this parameter.		float	35	: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaForcefieldPar	EngMeta	
	engMetaSystemPar	System Parameters	Parameters of the observed system.		none	36		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		EngMeta	
	engMetaSystemParName	Name	Name of the parameter.		text	37	#VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	engMetaSystemPar	EngMeta	
	engMetaSystemParSymbol	Symbol	The symbol used to describe this parameter.		text	38	(#VALUE)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaSystemPar	EngMeta	
	engMetaSystemParUnit	Unit	The unit or scale of this parameter.		text	39	[#VALUE]	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaSystemPar	EngMeta	
	engMetaSystemParValue	Value	The value of this parameter.		float	40	: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaSystemPar	EngMeta	
	engMetaGitter	Spatial Resolution	Specification of the spatial grid of the observation.		none	41		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		EngMeta	
	engMetaGitterCountCells	Number of Cells	The number of 2D spatial cells.		int	42	#VALUE cells	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaGitter	EngMeta	
	engMetaGitterCountBlocks	Number of Blocks	The number of 3D spatial blocks.		int	43	#VALUE blocks	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaGitter	EngMeta	
	engMetaGitterCountX	Number of Points X	The number of points in x-direction.		int	44	X: #VALUE points,	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaGitter	EngMeta	
	engMetaGitterCountY	Number of Points Y	The number of points in y-direction.		int	45	Y: #VALUE points,	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaGitter	EngMeta	
	engMetaGitterCountZ	Number of Points Z	The number of points in z-direction.		int	46	Z: #VALUE points <br>	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaGitter	EngMeta	
	engMetaGitterScalingFormular	Scaling Formular	If the grid is not equidistant, the distance between points can be specified via a formular.		text	47	#NAME: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaGitter	EngMeta	
	engMetaGitterDistance	Distance	The distance between two points in the grid.		float	48	#NAME: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaGitter	EngMeta	
	engMetaGitterPoints	Points	List of coordinates that describe the spatial grid (if it can not be specified otherwise).		textbox	49	#VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaGitter	EngMeta	
	engMetaGitterUnit	Unit	The unit of the grid.		text	50	#VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaGitter	EngMeta	
	engMetaTemp	Temporal Resolution	Temporal resolution of the observation. Can be defined either through a number of time steps with a definition of the intervals (with unit) between the timesteps (equidistant time steps) or a series of time steps together with the unit.		none	51		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		EngMeta	
	engMetaTempPoints	Points	List of time points that describe the temporal resolution (if it can not be specified otherwise).		textbox	52	#VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaTemp	EngMeta	
	engMetaTempCountPoints	Number of time steps	The number of time points (with equidistant distance).		int	53	#VALUE time steps	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaTemp	EngMeta	
	engMetaTempInterval	Interval	Distance between two time points.		float	54	, #NAME: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaTemp	EngMeta	
	engMetaTempUnit	Unit	The unit of the temporal resolution.		text	55	#VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaTemp	EngMeta	
	engMetaFlows	Flows	Information about in- and outflows relevant for boundary conditions.		none	56		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		EngMeta	
	engMetaFlowsName	Name	Name of the flow.		text	57	#VALUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaFlows	EngMeta	
	engMetaFlowsComp	Components	List of system component names this flow belongs to.		text	58	(#NAME: #VALUE)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaFlows	EngMeta	
	engMetaFlowsShape	Shape	Shape of the flow.		text	59	, #NAME: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaFlows	EngMeta	
	engMetaFlowsSize	Size	Size of the flow.		float	60	, #NAME: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaFlows	EngMeta	
	engMetaFlowsPosition	Position	The position of the flow.	(x, y, z)	text	61	, #NAME: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaFlows	EngMeta	
	engMetaBoundCond	Boundary Conditions	Definition of boundaries of the observed system.		none	62	,	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		EngMeta	
	engMetaBoundCondFlows	Flows	List of in- and outflows describing this boundary condition (detailed information about flows should be given under Flows).		text	63	#NAME: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaBoundCond	EngMeta	
	engMetaBoundCondPars	Parameters	List of all parameter names relevant for this boundary condition (detailed information about parameters should be given under Boundary Parameters.		text	64	#NAME: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaBoundCond	EngMeta	
	engMetaBoundCondPar	Boundary Parameters	Parameters relevant for boundary conditions.		none	65		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		EngMeta	
	engMetaBoundCondParName	Name	Name of the parameter.		text	66	#VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	engMetaBoundCondPar	EngMeta	
	engMetaBoundCondParSymbol	Symbol	The symbol used to describe this parameter.		text	67	(#VALUE)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaBoundCondPar	EngMeta	
	engMetaBoundCondParUnit	Unit	The unit or scale of this parameter.		text	68	[#VALUE]	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaBoundCondPar	EngMeta	
	engMetaBoundCondParValue	Value	The value of this parameter.		float	69	: #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	engMetaBoundCondPar	EngMeta	
#controlledVocabulary	DatasetField	Value	identifier	displayOrder												
	engMetaMode	Simulation		0												
	engMetaMode	Analysis		1												
	engMetaMode	Experiment		2												
	engMetaMode	Prediction		3												
